,OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Total_households,Total_households_MOE,HH_income_less_35k,HH_income_less_35k_MOE,Pct_HH_income_less_35k,Pct_HH_income_less_35k_MOE,HH_income_35k_75k,HH_income_35k_75k_MOE,Pct_HH_income_35k_75k,Pct_HH_income_35k_75k_MOE,HH_income_75k_200k,HH_income_75k_200k_MOE,Pct_HH_income_75k_200k,Pct_HH_income_75k_200k_MOE,HH_income_200k_more,HH_income_200k_more_MOE,Pct_HH_income_200k_more,Pct_HH_income_200k_more_MOE,Median_HH_income,Median_HH_income_MOE,Median_HH_Income_2000,Chg_Median_HH_Income_2000_16,Average_Per_capita_Income,Average_Per_capita_Income_MOE,Aggregate_Household_Income,Aggregate_Household_Income_MOE,Mean_Household_Income,Mean_Household_Income_MOE,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,GlobalID,last_edited_date,county_name,cases,State FIPS code,County FIPS code,population,hospitalization,deaths,case rate,death rate,14 day case rate,14 day cases
864,865,13089021204,13089,"Census Tract 212.04, DeKalb County",3451,408,918,96,598,146,65.1,14.4,271,92,29.5,9.5,49,43,5.3,4.7,0,13,0,1,25000,3134,37149.12281,-12149.12281,9768,1257,29327400,4427267,31947.1,3478.1,ARC 10,1149.640015,0,1149.640015,1.79630995,0,1.79630995,21204,DeKalb,{99D29102-4C63-4417-9D08-A750943D6864},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
414,428,13135050416,13135,"Census Tract 504.16, Gwinnett County",3453,471,1148,90,359,124,31.3,10.6,331,116,28.8,9.8,431,124,37.5,10.4,27,31,2.4,3,57171,8970,56172.2488,998.7511962,25506,4431,80312200,17491188,69958.4,14214.9,ARC 10,1401.390015,33.33010101,1434.719971,2.18967009,0.0520783,2.24175,50416,Gwinnett,{2F8065AF-A9F9-4C69-BC5F-75CB8F6F3F7A},1970/01/01 00:00:00+00,Gwinnett,30383,13,135,971145,2868,442,3128.58,45.51,153.22,1488
770,771,13089021411,13089,"Census Tract 214.11, DeKalb County",3455,227,1842,122,303,120,16.4,6.4,610,163,33.1,8.6,672,157,36.5,8.2,257,97,14,5,76818,23539,56051.13636,20766.86364,63138,11339,209007696,41641424,113467.8,21320.9,ARC 10,411.9949951,0,411.9949951,0.64374202,0,0.64374202,21411,DeKalb,{92CF776C-7611-410D-9653-1A5817BD8419},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
246,247,13063040203,13063,"Census Tract 402.03, Clayton County",3457,637,1273,114,686,148,53.9,10.6,300,103,23.6,7.8,287,112,22.5,8.6,0,13,0,1,32866,7081,37812.5,-4946.5,17014,4386,56141900,10041689,44102,6828.3,ARC 10,717.7410278,2.5726099,720.3129883,1.12146997,0.0040197,1.12548995,40203,Clayton,{7C948EDF-81F5-4DCF-84CA-2BFDB3700F5C},1970/01/01 00:00:00+00,Clayton,8168,13,63,304838,689,175,2679.46,57.41,144.34,440
197,137,13117130408,13117,"Census Tract 1304.08, Forsyth County",3479,402,1247,136,488,154,39.1,11.6,217,117,17.4,9.2,478,120,38.3,8.7,64,46,5.1,4,56806,26612,47852.5641,8953.435897,28602,2869,92783104,15174994,74405.1,9068.6,ARC 20,1675.22998,21.26709938,1696.5,2.6175499,0.0332298,2.65077996,130408,Forsyth,{374CBFB6-E10E-4389-86BD-94C36B10A45E},1970/01/01 00:00:00+00,Forsyth,4700,13,117,252507,355,53,1861.33,20.99,94.25,238
134,180,13067030409,13067,"Census Tract 304.09, Cobb County",3481,247,1271,34,276,104,21.7,8.2,175,69,13.8,5.4,475,117,37.4,9.1,345,92,27.1,7,115118,16529,89201.87793,25916.12207,52925,7382,185128000,28746532,145655.4,22279.1,ARC 10,905.6170044,1.59530997,907.2130127,1.41503,0.00249267,1.41752005,30409,Cobb,{B01C7E21-E219-43B7-9204-5EDA17198A70},1970/01/01 00:00:00+00,Cobb,21814,13,67,790588,1964,454,2759.21,57.43,129.4,1023
813,814,13089022100,13089,"Census Tract 221, DeKalb County",3484,514,1321,113,658,154,49.8,10.9,472,124,35.7,8.9,161,65,12.2,4.8,30,25,2.3,2,35086,4780,23544.3038,11541.6962,21240,2604,67099200,10534573,50794.2,6687.1,ARC 10,839.9299927,4.62111998,844.5510254,1.31238997,0.0072205,1.31961,22100,DeKalb,{C03ED73A-9E6A-479C-B871-CDFC5E5B7644},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
499,514,13121010508,13121,"Census Tract 105.08, Fulton County",3488,488,1176,128,407,134,34.6,10.8,441,133,37.5,10.6,318,110,27,8.9,10,17,0.9,1,47000,10606,46838.23529,161.7647059,22894,3925,74190200,16599063,63086.9,12332,ARC 10,965.367981,0,965.367981,1.50838995,0,1.50838995,10508,Fulton,{E67DA8E5-EC7A-4668-8655-B32D6DF3ADD3},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
677,678,13255161100,13255,"Census Tract 1611, Spalding County",3510,432,1582,161,475,137,30,8.1,543,131,34.3,7.5,526,115,33.2,6.4,38,29,2.4,2,54851,5732,48164.55696,6686.443038,32775,3509,113989400,18035468,72054,8729.1,ARC 20,2749.590088,31.67499924,2781.27002,4.29622984,0.0494922,4.34572983,161100,Spalding,{6C2878DA-658C-4EDC-8521-DE639EC89B5E},1970/01/01 00:00:00+00,Spalding,1576,13,255,69110,207,62,2280.42,89.71,206.92,143
243,244,13063040520,13063,"Census Tract 405.20, Clayton County",3511,355,1666,98,959,199,57.6,11.4,587,146,35.2,8.5,93,70,5.6,4.2,27,43,1.6,3,30172,5394,40000,-9828,18085,2684,62087200,11293643,37267.2,6414.7,ARC 10,532.9099731,5.80278015,538.7119751,0.832672,0.00906684,0.84173697,40520,Clayton,{D4381D6D-4F5D-43A9-A5D1-F63D08B8191A},1970/01/01 00:00:00+00,Clayton,8168,13,63,304838,689,175,2679.46,57.41,144.34,440
786,787,13089023413,13089,"Census Tract 234.13, DeKalb County",3515,362,1173,95,329,100,28,8.2,489,127,41.7,10.3,337,97,28.7,8,18,19,1.5,2,50964,6718,63618.67704,-12654.67704,25213,5633,79922304,16824914,68135,13239.5,ARC 10,988.7589722,15.05290031,1003.809998,1.54493999,0.0235202,1.56844997,23413,DeKalb,{D97D5CE1-CDEE-425C-A711-B792EFB99810},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
483,498,13121010601,13121,"Census Tract 106.01, Fulton County",3516,527,1423,163,743,166,52.2,10,348,137,24.5,9.2,285,101,20,6.7,47,35,3.3,2,32288,8387,25129.87013,7158.12987,22962,2976,76952400,15774789,54077.6,9193.4,ARC 10,724.0980225,0,724.0980225,1.13139999,0,1.13139999,10601,Fulton,{8C21EA17-640B-4061-97EB-F30BCAD3B39C},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
281,282,13151070109,13151,"Census Tract 701.09, Henry County",3522,318,1196,80,158,71,13.2,5.9,493,130,41.2,10.5,452,120,37.8,9.7,93,49,7.8,4,68235,11031,61189.90385,7045.096154,32527,2999,110302496,15444878,92226.2,11345,ARC 10,2123.800049,6.94638014,2130.73999,3.31843996,0.0108537,3.3292799,70109,Henry,{868FE4D2-5766-4DBC-8EDC-B1A20210A4AC},1970/01/01 00:00:00+00,Henry,6163,13,151,239866,279,112,2569.35,46.69,149.67,359
851,852,13089023211,13089,"Census Tract 232.11, DeKalb County",3524,423,1203,81,361,113,30,9.2,434,131,36.1,10.6,381,103,31.7,8.3,27,26,2.2,2,54009,11327,59475.30864,-5466.308642,25522,1475,82821904,10721537,68846.1,7611.9,ARC 10,613.9299927,1.77669001,615.7069702,0.95926601,0.00277608,0.96204197,23211,DeKalb,{52B5405A-A2F3-4770-A2E6-1793DD25E40C},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
858,859,13089021213,13089,"Census Tract 212.13, DeKalb County",3524,244,1173,70,145,62,12.4,5.3,179,65,15.3,5.5,437,94,37.3,7.7,412,63,35.1,5,136953,18178,131808.0357,5144.964286,66040,8385,230814400,33453348,196772.7,25989.8,ARC 10,744.0809937,0,744.0809937,1.16262996,0,1.16262996,21213,DeKalb,{F0BEFCCF-1F4D-43C8-80AF-CC53DB5C25A0},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
43,44,13247060407,13247,"Census Tract 604.07, Rockdale County",3535,528,1190,97,329,124,27.6,10.2,440,117,37,9.4,354,110,29.7,8.9,67,51,5.6,4,60417,9871,69647.4359,-9230.435897,25226,1408,86976200,14065972,73089.2,10208.9,ARC 10,1457.829956,33.19340134,1491.02002,2.27785993,0.0518647,2.32972002,60407,Rockdale,{DD9E5689-BC76-4E8A-9A75-E8156C998974},1970/01/01 00:00:00+00,Rockdale,2116,13,247,94960,266,40,2228.31,42.12,163.23,155
96,111,13067031111,13067,"Census Tract 311.11, Cobb County",3541,299,1814,109,323,92,17.8,5,561,153,30.9,8.2,800,168,44.1,8.9,130,62,7.2,3,77885,8764,53070.86614,24814.13386,50838,9958,178577904,38241232,98444.3,20234.2,ARC 10,483.1860046,0,483.1860046,0.754978,0,0.754978,31111,Cobb,{1EDC05D1-8740-44AD-B918-13AB6D6A80E8},1970/01/01 00:00:00+00,Cobb,21814,13,67,790588,1964,454,2759.21,57.43,129.4,1023
544,559,13121007807,13121,"Census Tract 78.07, Fulton County",3543,712,1049,126,762,170,72.6,13.7,201,87,19.2,8,86,66,8.2,6.2,0,13,0,1,18841,5328,26500,-7659,9622,1391,28455500,6303120,27126.3,5048.6,ARC 10,716.2960205,0,716.2960205,1.11921,0,1.11921,7807,Fulton,{00541143-A927-4937-92DE-95F30F3CA279},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
97,112,13067031110,13067,"Census Tract 311.10, Cobb County",3547,422,1390,97,487,146,35,10.2,328,125,23.6,8.8,505,153,36.3,10.7,70,52,5,4,60433,11923,37783.50515,22649.49485,33082,4326,114741104,21396810,82547.6,14274.9,ARC 10,668.2119751,0,668.2119751,1.04408002,0,1.04408002,31110,Cobb,{863BA4A9-F1F4-48A2-8CA1-352A6E2C7F20},1970/01/01 00:00:00+00,Cobb,21814,13,67,790588,1964,454,2759.21,57.43,129.4,1023
648,458,13139000800,13139,"Census Tract 8, Hall County",3555,351,1050,106,576,146,54.9,12.8,431,127,41,11.3,36,37,3.4,3.5,7,11,0.7,1,26635,12085,23112.2449,3522.755102,11351,1978,37290700,8167241,35515,6902.7,ARC 20,1181.630005,6.14600992,1187.780029,1.84630001,0.00960314,1.85590994,800,Hall,{EE02FA30-4885-44E4-A7A3-08511FB9F096},1970/01/01 00:00:00+00,Hall,10605,13,139,206349,1085,173,5139.35,83.84,228.25,471
595,610,13121010117,13121,"Census Tract 101.17, Fulton County",3568,300,1834,72,570,149,31.1,8.1,858,160,46.8,8.5,371,119,20.2,6.4,35,22,1.9,1,50789,10035,44552.46914,6236.530864,32278,2237,109242200,12567840,59565,6441.4,ARC 10,337.618988,0,337.618988,0.52753001,0,0.52753001,10117,Fulton,{F79849C8-E128-4F2F-AD12-8F38B8C80402},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
110,135,13067030104,13067,"Census Tract 301.04, Cobb County",3569,381,1499,134,631,156,42.1,9.7,511,139,34.1,8.8,357,114,23.8,7.3,0,13,0,1,49256,10605,35635.2459,13620.7541,23016,2072,80907104,11450395,53974.1,5922,ARC 10,978.986023,1.67981994,980.6660156,1.52967,0.00262472,1.53228998,30104,Cobb,{0D8CF12F-7109-4AF5-BE23-6A3B13EA7F7E},1970/01/01 00:00:00+00,Cobb,21814,13,67,790588,1964,454,2759.21,57.43,129.4,1023
124,170,13067030411,13067,"Census Tract 304.11, Cobb County",3586,550,1333,142,702,178,52.7,12.1,463,140,34.7,9.8,168,80,12.6,5.8,0,13,0,1,34241,3113,36693.54839,-2452.548387,16215,1086,54905300,8913413,41189.3,5045.8,ARC 10,493.5849915,0.78085297,494.3659973,0.771227,0.00122008,0.77244699,30411,Cobb,{C421B4D0-0EB7-4935-B00D-69139DA7E29E},1970/01/01 00:00:00+00,Cobb,21814,13,67,790588,1964,454,2759.21,57.43,129.4,1023
669,670,13139000304,13139,"Census Tract 3.04, Hall County",3588,290,1242,91,387,112,31.2,8.8,329,109,26.5,8.6,442,138,35.6,10.8,84,49,6.8,4,65556,25436,36048.3871,29507.6129,31209,6050,110853696,23566602,89254.2,17812.2,ARC 20,7769.640137,1131.069946,8900.719727,12.14009953,1.76730001,13.90740013,304,Hall,{CE920F67-F376-46A5-839B-47F3C771514A},1970/01/01 00:00:00+00,Hall,10605,13,139,206349,1085,173,5139.35,83.84,228.25,471
216,164,13117130506,13117,"Census Tract 1305.06, Forsyth County",3605,215,1197,81,239,90,20,7.4,256,84,21.4,6.8,602,141,50.3,11.3,100,55,8.4,5,88153,8781,65976.5625,22176.4375,33199,3185,115443400,13583570,96443.9,9283.6,ARC 20,2538.97998,90.03140259,2629.01001,3.96715999,0.140674,4.10783005,130506,Forsyth,{3C5AE618-6F0F-4550-A310-E33DE84EE072},1970/01/01 00:00:00+00,Forsyth,4700,13,117,252507,355,53,1861.33,20.99,94.25,238
566,581,13121005300,13121,"Census Tract 53, Fulton County",3606,284,1556,110,278,101,17.9,6.4,284,106,18.3,6.7,809,151,52,9,185,65,11.9,4,95259,13785,39453.125,55805.875,50331,5118,171453296,21770956,110188.5,11622.7,ARC 10,547.401001,0,547.401001,0.85531402,0,0.85531402,5300,Fulton,{AEB5A504-BF98-4DB6-B803-A11F6533A549},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
44,45,13247060403,13247,"Census Tract 604.03, Rockdale County",3612,375,1269,85,325,116,25.6,9,320,104,25.2,8,579,136,45.6,10.3,45,25,3.5,2,73359,13318,68442.85714,4916.142857,29303,1826,102289000,11737012,80606,7509.6,ARC 10,9418.450195,155.0130005,9573.459961,14.71630001,0.242208,14.95849991,60403,Rockdale,{D6A05352-F0F2-40CF-B012-1E38463A791C},1970/01/01 00:00:00+00,Rockdale,2116,13,247,94960,266,40,2228.31,42.12,163.23,155
221,222,13063040606,13063,"Census Tract 406.06, Clayton County",3631,473,835,93,300,111,35.9,12.7,328,90,39.3,9.8,207,72,24.8,8.2,0,13,0,2,47804,6593,44041.09589,3762.90411,15763,466,46032000,6410654,55128.1,4609,ARC 10,5977.379883,189.4519959,6166.830078,9.33965969,0.29601899,9.63566971,40606,Clayton,{E5CA7C95-C885-463B-8C08-A59B3DDF5074},1970/01/01 00:00:00+00,Clayton,8168,13,63,304838,689,175,2679.46,57.41,144.34,440
759,760,13089022401,13089,"Census Tract 224.01, DeKalb County",3637,352,1854,115,412,138,22.2,7.3,492,163,26.5,8.6,615,158,33.2,8.3,335,110,18.1,6,78800,20647,68082.52427,10717.47573,74069,11109,264024496,48257160,142408,24484,ARC 10,662.5310059,0.459122,662.9899902,1.0352,0.00071738,1.03592002,22401,DeKalb,{F859F060-5927-4A29-88E3-21CF5415D3B2},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
252,253,13063040204,13063,"Census Tract 402.04, Clayton County",3639,449,1534,122,747,180,48.7,11,532,147,34.7,9.2,221,91,14.4,5.8,34,33,2.2,2,35667,3793,33497.70642,2169.293578,23548,4519,82560304,19436336,53820.3,11925.5,ARC 10,673.2290039,5.47782993,678.7069702,1.05192006,0.00855911,1.06048,40204,Clayton,{071BA36E-E140-4C4D-A300-3AB65BDD52D0},1970/01/01 00:00:00+00,Clayton,8168,13,63,304838,689,175,2679.46,57.41,144.34,440
835,836,13089021412,13089,"Census Tract 214.12, DeKalb County",3646,286,1443,103,228,96,15.8,6.5,245,92,17,6.3,622,132,43.1,8.6,348,85,24.1,6,114107,14137,47500,66607,61618,8339,211617296,26930978,146650.9,15451.2,ARC 10,774.6710205,0,774.6710205,1.21042001,0,1.21042001,21412,DeKalb,{B13AF28E-810C-4E1D-8EAA-8BBCD7F5682F},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
35,36,13113140502,13113,"Census Tract 1405.02, Fayette County",3649,405,1199,70,242,88,20.2,7.2,322,78,26.9,6.3,525,122,43.8,9.8,110,53,9.2,4,78438,9583,63341.58416,15096.41584,36535,4503,130928000,21770178,109197.7,17000.9,ARC 10,17381.80078,481.3930054,17863.19922,27.15909958,0.752177,27.91119957,140502,Fayette,{F1DADE89-8752-439C-B8E5-2A9DDC15BCBB},1970/01/01 00:00:00+00,Fayette,2123,13,113,117544,128,57,1806.13,48.49,110.6,130
903,893,13297110503,13297,"Census Tract 1105.03, Walton County",3668,391,1207,83,251,89,20.8,7.2,490,138,40.6,11.1,427,112,35.4,9,39,28,3.2,2,55956,16036,52266.66667,3689.333333,26459,3931,95136896,17070776,78821,13063.3,ARC 20,4817.879883,14.22659969,4832.109863,7.5279398,0.0222291,7.55016994,110503,Walton,{99D92EE7-AE3D-475C-89CA-EF7F86BD8F7E},1970/01/01 00:00:00+00,Walton,2327,13,297,95814,227,68,2428.66,70.97,158.64,152
653,637,13139001606,13139,"Census Tract 16.06, Hall County",3681,379,1498,131,425,124,28.4,7.9,603,167,40.3,10.6,447,135,29.8,8.6,23,25,1.5,2,52090,8739,46078.43137,6011.568627,25848,1738,92545000,11222270,61779,5189.9,ARC 20,2104.110107,32.08340073,2136.189941,3.2876699,0.0501303,3.33780003,1606,Hall,{FE7D4F36-B0A6-4F66-8EB0-1485DC0B2C8F},1970/01/01 00:00:00+00,Hall,10605,13,139,206349,1085,173,5139.35,83.84,228.25,471
254,255,13063040620,13063,"Census Tract 406.20, Clayton County",3688,408,1156,95,292,101,25.3,8.5,470,124,40.7,10.2,348,115,30.1,9.6,46,37,4,3,56694,5011,52432.43243,4261.567568,27213,6246,91306304,23164680,78984.7,18958.2,ARC 10,2241.080078,23.95759964,2265.040039,3.50168991,0.0374338,3.53911996,40620,Clayton,{6762711D-B8F7-4FD7-B22C-E4B643BD7648},1970/01/01 00:00:00+00,Clayton,8168,13,63,304838,689,175,2679.46,57.41,144.34,440
795,796,13089021409,13089,"Census Tract 214.09, DeKalb County",3690,512,1206,114,554,152,45.9,11.9,354,125,29.4,10,279,111,23.1,8.9,19,21,1.6,2,40767,8489,42911.76471,-2144.764706,17854,1575,61136000,9926750,50693.2,6692.5,ARC 10,257.3510132,0,257.3510132,0.40211099,0,0.40211099,21409,DeKalb,{90FC6C62-3C5F-4E86-B152-62BA9DA2608B},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
233,234,13063040407,13063,"Census Tract 404.07, Clayton County",3691,510,1177,153,429,114,36.4,8.5,565,154,48,11.5,183,79,15.5,6.4,0,13,0,1,45271,5366,39048.91304,6222.086957,16557,1580,58403700,9417993,49620.8,4735.1,ARC 10,2224.320068,21.03680038,2245.360107,3.47550011,0.03287,3.50837994,40407,Clayton,{948C7B13-DDEC-4A1C-896F-D2D787B82E69},1970/01/01 00:00:00+00,Clayton,8168,13,63,304838,689,175,2679.46,57.41,144.34,440
31,32,13113140406,13113,"Census Tract 1404.06, Fayette County",3703,444,1475,105,581,156,39.4,10.2,400,129,27.1,8.6,450,119,30.5,7.8,44,35,3,2,46046,6136,55180.18018,-9134.18018,27190,4278,97222096,19376808,65913.3,12270.3,ARC 10,3291.550049,58.01589966,3349.570068,5.14305019,0.0906498,5.2336998,140406,Fayette,{A6697882-1DD3-461A-B534-4A1E8BA62AD9},1970/01/01 00:00:00+00,Fayette,2123,13,113,117544,128,57,1806.13,48.49,110.6,130
376,390,13135050105,13135,"Census Tract 501.05, Gwinnett County",3720,492,1139,134,545,136,47.8,10.5,457,127,40.1,10.1,120,55,10.5,4.7,17,19,1.5,2,36458,7350,33908.04598,2549.954023,15715,1433,53810000,8967505,47243.2,5576.3,ARC 10,3560.340088,34.59080124,3594.929932,5.56302977,0.0540481,5.61708021,50105,Gwinnett,{F2886F68-292E-4756-8FAB-17DD7067919B},1970/01/01 00:00:00+00,Gwinnett,30383,13,135,971145,2868,442,3128.58,45.51,153.22,1488
55,56,13067030324,13067,"Census Tract 303.24, Cobb County",3730,269,1252,45,161,80,12.9,6.3,372,111,29.7,8.8,684,127,54.6,9.9,35,28,2.8,2,85714,9594,79692.55663,6021.443366,32145,4368,118781904,18682444,94873.7,14527.2,ARC 10,905.3170166,9.96551037,915.2819824,1.41455996,0.0155711,1.43013,30324,Cobb,{96D63825-B7DD-4624-B720-3937DAA2092E},1970/01/01 00:00:00+00,Cobb,21814,13,67,790588,1964,454,2759.21,57.43,129.4,1023
433,434,13121009501,13121,"Census Tract 95.01, Fulton County",3730,369,1674,119,217,94,13,5.5,376,116,22.5,6.8,447,111,26.7,6.4,634,104,37.9,6,127288,22203,83080.1105,44207.8895,107527,10429,395127200,55177752,236037.8,28371.2,ARC 10,1112.780029,6.1922102,1118.969971,1.73872006,0.00967533,1.74838996,9501,Fulton,{CBB71B0C-C729-4A14-B889-E8DEDDDDB0B5},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
212,152,13117130509,13117,"Census Tract 1305.09, Forsyth County",3731,375,1285,95,156,77,12.1,5.9,386,116,30,8.7,613,157,47.7,11.7,130,65,10.1,5,81541,13560,74207.74648,7333.253521,35965,4275,126219104,17231858,98225,11273.6,ARC 20,2087.850098,337.9400024,2425.790039,3.26226997,0.52803099,3.79029989,130509,Forsyth,{2A4B55BF-263E-4237-878E-D88CFA1C9EE1},1970/01/01 00:00:00+00,Forsyth,4700,13,117,252507,355,53,1861.33,20.99,94.25,238
702,723,13097080507,13097,"Census Tract 805.07, Douglas County",3734,337,1186,95,268,116,22.6,9.6,424,108,35.8,8.6,451,126,38,10.2,43,32,3.6,3,63688,10934,63058.25243,629.7475728,26895,2500,97622496,13832442,82312.4,9620.6,ARC 10,6224.899902,52.14220047,6277.040039,9.72640991,0.0814722,9.80786991,80507,Douglas,{BEC22F3B-C9E7-442B-B5B2-DFDEA4FE85EF},1970/01/01 00:00:00+00,Douglas,4078,13,97,151906,464,72,2684.55,47.4,138.24,210
460,475,13121001201,13121,"Census Tract 12.01, Fulton County",3736,291,2552,158,818,254,32.1,9.7,667,209,26.1,8,896,221,35.1,8.4,171,83,6.7,3,55797,10494,43773.14815,12023.85185,58008,7694,214006304,33191688,83858.3,11925,ARC 10,140.2100067,0,140.2100067,0.219078,0,0.219078,1201,Fulton,{EB7609B1-7114-4018-B0A6-990F5C8811B8},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
918,919,13013180203,13013,"Census Tract 1802.03, Barrow County",3743,486,1158,135,551,155,47.6,12.2,438,136,37.8,10.9,169,102,14.6,8.7,0,13,0,1,36400,5833,36410.25641,-10.25641026,14383,1782,48135900,9979933,41568.1,7126.7,ARC 20,1394.829956,5.82106018,1400.660034,2.17941999,0.00909541,2.18852997,180203,Barrow,{CA4C9B11-D4EA-4331-B854-A257A31175A3},1970/01/01 00:00:00+00,Barrow,2579,13,13,86383,263,50,2985.54,57.88,208.37,180
104,129,13067031507,13067,"Census Tract 315.07, Cobb County",3747,317,1119,94,398,127,35.6,10.9,382,123,34.1,10.6,284,90,25.4,7.8,55,67,4.9,6,50982,6769,44059.82906,6922.17094,20753,4567,73411600,17779936,65604.6,14902.8,ARC 10,973.861023,0,973.861023,1.52165997,0,1.52165997,31507,Cobb,{0A15ED50-78C5-4EC1-A360-917A2E4184E2},1970/01/01 00:00:00+00,Cobb,21814,13,67,790588,1964,454,2759.21,57.43,129.4,1023
410,424,13135050415,13135,"Census Tract 504.15, Gwinnett County",3763,386,1379,77,295,95,21.4,6.8,442,110,32.1,7.8,588,157,42.6,11.1,54,41,3.9,3,68036,13393,75142.04545,-7106.045455,30457,4284,108792000,9616428,78892,5405.9,ARC 10,2083.860107,28.85700035,2112.719971,3.25603008,0.0450891,3.30113006,50415,Gwinnett,{9EF35D22-6368-42FE-9C14-A64173161E64},1970/01/01 00:00:00+00,Gwinnett,30383,13,135,971145,2868,442,3128.58,45.51,153.22,1488
731,732,13089021602,13089,"Census Tract 216.02, DeKalb County",3776,350,1801,158,360,134,20,7.2,570,161,31.6,8.5,672,170,37.3,8.8,199,95,11,5,69612,15239,54965.75342,14646.24658,46830,5078,171633504,25344720,95299,11319.9,ARC 10,788.052002,0,788.052002,1.23133004,0,1.23133004,21602,DeKalb,{8D900369-F8FB-47BE-97F0-85FF9E0E8433},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
123,169,13067030344,13067,"Census Tract 303.44, Cobb County",3780,321,1974,105,733,163,37.1,8,876,166,44.4,8.1,365,110,18.5,5.5,0,13,0,1,45767,6350,41417.91045,4349.089552,26466,1811,98400896,10693032,49848.5,4723.6,ARC 10,571.7919922,5.59544992,577.3870239,0.89342499,0.00874289,0.90216702,30344,Cobb,{035AB3CD-F1B4-4754-8E9B-8C215EF3E035},1970/01/01 00:00:00+00,Cobb,21814,13,67,790588,1964,454,2759.21,57.43,129.4,1023
661,645,13139001403,13139,"Census Tract 14.03, Hall County",3782,467,1350,158,617,142,45.7,9,528,157,39.1,10.7,186,88,13.8,6.3,19,22,1.4,2,36986,5732,38518.51852,-1532.518519,18360,2243,64792500,11218776,47994.4,6124.3,ARC 20,2732.179932,11.95820045,2744.139893,4.26903009,0.0186847,4.2877202,1403,Hall,{5DCB540A-5988-4753-B2C0-A23949C29DE0},1970/01/01 00:00:00+00,Hall,10605,13,139,206349,1085,173,5139.35,83.84,228.25,471
806,807,13089021101,13089,"Census Tract 211.01, DeKalb County",3803,268,1390,62,141,61,10.1,4.4,189,85,13.6,6.1,565,128,40.6,9.1,495,94,35.6,7,158265,14576,86382.11382,71882.88618,71637,6886,266417696,31883346,191667.4,21284.9,ARC 10,782.8870239,28.54439926,811.4320068,1.22326005,0.0446006,1.26786005,21101,DeKalb,{2E7474F8-FFB8-4F2F-9342-4F6EBD8EAA14},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
748,749,13089023501,13089,"Census Tract 235.01, DeKalb County",3804,598,1265,113,657,167,51.9,12.4,525,157,41.5,11.8,83,54,6.6,4.2,0,13,0,1,31649,10000,31096.93878,552.0612245,14109,3104,47799600,7070808,37786.2,4455.4,ARC 10,567.9210205,0,567.9210205,0.88737702,0,0.88737702,23501,DeKalb,{4EEB4D25-496B-41CF-9918-B86378570223},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
735,736,13089022403,13089,"Census Tract 224.03, DeKalb County",3806,260,1426,94,168,75,11.8,5.2,184,79,12.9,5.5,536,113,37.6,7.6,538,99,37.7,6,138750,24613,99747.47475,39002.52525,84995,11223,318635584,49335424,223447.1,31305,ARC 10,1213.949951,2.22641993,1216.180054,1.89680004,0.00347878,1.90028,22403,DeKalb,{AE387D41-AE6B-40D3-B51C-43E4B5E7B682},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
